94 55 99 12 86 34 53 9 9 69 65 77 60 44 74 43 68 83 78 31 87 90 16 57 50 55 33 42 8 9 58 55 64 9 67 2 43 72 12 5 41 29 34 53 25 9 96 94 44 27 25 31 69 93 89 69 48 22 11 8 83 21 63 48 82 82 2 78 54 66 35 48 95 69 1 21 30 50 67 75 29 92 6 98 85 47 67 85 22 30 93 5 51 9 5 33 43 8 11 98 74 46 98 22 68 99 95 98 1 62 73 30 6 32 28 43 79 47 28 53 77 73 59 80 34 64 14 78 24 77 28 51 76 26 73 44 77 68 42 79 82 68 61 88 50 90 31 31 89 11 85 19 36 44 99 71 60 65 1 37 
43 29 88 19 55 61 63 84 81 57 63 15 25 77 3 77 19 86 9 8 49 94 27 85 90 79 8 2 44 9 39 39 38 27 58 45 40 73 82 73 83 97 88 8 74 43 38 93 81 47 54 30 41 81 68 83 12 28 85 57 38 25 48 28 4 59 26 45 84 60 18 67 57 59 28 32 2 66 25 84 13 79 66 6 13 86 89 77 15 26 86 5 51 35 85 56 94 63 53 78 23 23 98 81 82 26 65 37 44 42 21 57 74 39 15 39 26 56 16 93 82 3 50 86 90 35 94 84 51 47 14 74 22 12 7 5 90 72 94 34 67 67 43 41 6 10 80 84 66 96 77 1 51 27 87 41 15 81 77 66 
80 44 92 2 56 50 59 99 24 53 85 91 20 29 84 79 91 64 63 58 13 93 59 64 72 98 58 39 79 35 5 59 79 98 61 88 50 73 39 26 26 24 70 99 53 54 78 45 19 93 55 84 38 66 48 11 64 58 50 95 94 8 54 25 58 67 65 60 40 4 86 19 29 56 18 34 63 48 31 34 41 86 18 32 4 18 43 68 77 45 15 23 53 21 48 63 89 66 23 81 70 10 52 51 18 70 86 81 70 17 15 64 56 85 96 60 4 91 81 81 36 96 4 42 18 4 5 59 70 81 92 93 43 45 44 61 67 82 95 38 50 62 2 56 48 50 16 52 41 97 85 77 46 89 71 64 45 29 23 68 
10 15 61 53 12 57 66 80 40 13 70 40 28 72 48 28 74 16 32 15 66 17 44 12 58 16 28 3 97 51 71 59 18 84 12 31 42 30 63 82 96 33 74 24 57 74 4 31 90 36 46 56 5 42 20 63 10 48 66 7 51 90 66 22 74 30 5 16 13 68 50 9 53 24 85 10 98 41 93 41 77 91 49 82 33 70 45 44 70 63 3 74 5 70 96 80 52 1 48 65 21 99 26 74 75 11 36 26 52 29 67 81 72 68 63 5 38 60 1 61 76 5 35 81 27 31 13 79 84 14 45 57 65 71 31 40 35 19 18 39 50 37 21 72 6 36 77 96 49 31 57 77 36 44 10 15 27 24 94 63 
90 91 20 55 15 51 47 2 22 66 41 22 55 14 94 61 3 24 10 4 55 19 81 43 64 43 10 91 67 4 55 9 48 75 64 15 79 12 17 53 30 10 76 85 77 22 99 80 46 9 36 53 28 17 48 44 60 58 88 80 15 95 41 63 22 6 78 1 70 47 7 52 57 83 89 34 5 88 66 4 49 2 57 30 71 6 26 84 16 14 16 31 9 57 46 32 63 24 85 85 23 92 37 81 27 27 67 33 67 86 89 17 88 46 99 12 4 25 96 21 40 12 52 1 21 51 33 85 75 19 22 51 63 60 84 91 87 51 76 6 37 65 75 78 63 74 90 20 52 38 41 92 50 45 93 71 96 79 8 24 
50 31 75 13 43 59 56 82 62 84 88 52 49 64 30 65 90 72 85 42 10 78 86 12 23 80 35 72 11 44 48 61 27 75 26 70 86 35 4 48 19 92 50 21 8 82 86 99 54 23 93 16 1 80 28 76 12 64 48 23 60 48 36 87 23 62 9 9 49 65 58 69 9 10 42 18 45 28 69 51 3 62 68 4 42 96 80 54 12 81 29 72 81 65 11 5 80 72 14 81 89 24 50 99 87 92 17 84 72 38 35 27 50 55 31 95 4 64 1 16 97 31 41 78 48 4 83 80 77 50 62 66 26 64 17 13 9 34 49 33 24 85 61 77 40 92 72 44 8 25 13 57 8 54 36 57 58 71 89 87 
73 51 6 50 16 23 65 77 10 15 10 34 52 71 11 92 16 35 89 24 13 2 34 21 8 70 30 66 93 20 6 19 23 12 19 91 35 36 68 97 3 79 84 55 50 47 50 18 83 41 43 96 43 29 69 3 99 50 69 44 20 75 63 95 39 34 87 75 23 55 24 26 86 8 34 37 56 86 7 91 27 2 39 22 31 8 25 82 60 46 27 80 74 42 76 13 29 15 40 52 70 65 30 57 25 64 46 33 2 53 24 81 56 15 3 87 76 80 70 36 79 49 69 53 91 97 18 20 12 59 24 34 76 55 43 1 71 89 35 74 95 11 55 3 27 11 90 55 43 12 91 74 13 12 27 5 9 46 77 73 
57 54 8 33 9 51 34 80 93 69 6 88 33 14 43 60 25 33 67 20 98 58 95 11 23 74 68 32 20 98 58 77 52 66 10 13 69 97 93 14 18 52 54 51 66 97 63 43 83 30 63 81 41 10 44 64 85 13 48 5 63 6 35 15 24 97 28 46 94 73 60 65 25 15 16 43 64 80 86 47 10 2 80 51 12 25 67 97 90 16 55 53 22 42 20 47 39 50 93 86 73 5 51 51 20 19 46 85 99 33 84 62 35 65 65 99 42 33 97 32 49 52 37 23 94 57 22 85 57 15 23 82 73 26 85 93 98 32 30 97 17 67 11 4 32 29 3 74 62 50 58 63 4 95 86 50 4 61 88 13 
76 63 95 49 90 33 95 88 17 77 37 34 44 1 38 28 30 93 54 44 94 64 59 50 59 97 53 15 58 41 28 35 4 76 36 46 9 83 86 26 13 76 12 9 77 2 38 59 95 44 3 41 9 62 44 20 59 97 36 18 38 64 5 94 40 93 41 1 29 27 79 42 55 43 51 32 45 41 91 93 38 46 34 47 8 78 67 20 27 55 90 65 20 95 12 12 40 53 66 69 32 97 63 88 41 67 72 38 8 64 31 46 62 18 45 71 48 65 43 76 20 33 93 40 80 5 5 72 58 23 94 43 20 57 31 61 24 3 50 85 19 31 83 82 1 29 5 50 94 50 26 14 85 19 7 65 25 64 89 35 
87 83 78 7 41 61 21 17 17 21 2 88 4 38 22 6 67 79 56 13 79 34 79 64 53 38 81 30 2 71 66 41 54 96 49 47 10 70 65 27 43 19 67 47 57 90 5 76 69 61 89 49 95 69 65 1 7 99 31 62 70 49 3 76 98 4 24 8 26 41 87 69 12 54 69 70 44 74 46 66 36 88 15 83 9 32 84 68 31 68 30 53 69 86 30 19 90 6 27 69 99 66 38 11 21 7 81 17 34 80 83 70 20 50 5 29 35 42 97 66 62 28 20 31 66 2 51 8 8 30 77 7 49 16 70 70 75 52 39 9 84 75 31 4 25 89 33 12 31 82 79 93 62 51 76 28 53 79 37 13 
62 14 72 11 82 42 33 10 46 24 71 30 99 55 86 77 44 71 89 75 54 20 20 16 71 48 97 24 28 34 89 42 50 61 53 83 4 38 45 50 62 16 33 62 71 19 91 15 43 80 42 97 1 14 65 72 63 62 49 43 48 38 85 49 50 90 84 56 28 29 6 90 45 39 4 69 11 95 84 54 28 79 3 29 93 20 53 8 83 54 3 83 93 40 32 45 30 16 1 10 45 59 53 43 51 57 12 14 5 48 20 33 27 75 14 73 95 67 81 30 22 85 14 67 25 46 64 8 15 17 18 12 76 23 7 79 33 19 93 38 20 65 23 47 40 37 20 88 4 54 18 78 91 84 97 16 83 61 76 98 
78 95 62 7 70 70 86 3 41 32 93 61 49 16 61 90 53 33 78 10 87 48 40 78 33 38 47 68 99 23 66 30 70 80 37 41 50 75 96 44 7 90 5 57 6 66 99 12 50 29 74 39 29 66 18 62 4 17 30 56 40 48 86 63 81 75 56 31 50 52 27 10 42 33 19 1 51 70 65 3 99 91 43 28 57 13 43 14 82 25 22 74 26 60 37 7 35 93 90 37 46 18 47 40 3 18 41 6 88 58 10 39 49 5 68 7 70 63 73 52 40 95 26 18 55 16 77 42 9 68 79 7 38 27 48 93 97 41 99 86 52 9 25 1 14 45 60 36 8 33 88 1 28 67 19 35 83 97 77 44 
17 57 52 7 36 52 50 33 45 99 71 97 61 97 51 27 42 11 64 3 45 52 56 25 71 75 13 54 24 42 99 93 99 3 50 87 7 52 73 52 52 44 2 13 41 53 40 36 64 4 39 61 9 95 39 32 22 4 87 99 46 38 44 46 41 97 85 48 49 58 52 53 55 54 66 96 7 59 84 24 15 23 37 76 70 28 9 45 32 48 44 79 86 88 77 79 85 62 79 87 73 83 40 28 38 59 76 97 18 61 73 85 36 11 62 7 39 71 52 72 71 48 3 9 88 80 88 26 42 19 13 67 2 53 47 92 12 24 42 82 37 15 68 73 78 82 32 70 5 36 94 76 84 97 85 25 77 25 51 71 
44 64 91 98 69 38 43 34 62 85 16 51 52 36 25 83 18 9 53 23 46 99 99 82 48 36 7 77 61 10 50 57 74 91 56 44 30 51 78 44 88 46 96 40 83 73 75 1 82 80 77 80 79 76 15 27 13 74 56 26 85 57 84 11 48 92 55 30 43 85 75 31 32 23 23 67 96 99 20 30 79 97 63 11 26 30 90 91 4 47 17 41 56 1 53 4 93 60 87 88 98 62 71 82 85 95 49 33 46 69 15 25 19 78 88 45 8 79 36 65 78 53 6 34 7 11 90 52 72 77 41 22 91 12 4 28 59 53 61 5 74 29 83 45 7 71 90 68 2 78 85 80 84 43 66 91 55 9 43 79 
86 36 1 30 1 5 58 60 10 72 66 36 1 49 82 8 72 24 28 75 3 13 7 39 57 26 30 64 35 25 95 73 14 48 3 15 53 62 75 15 34 41 3 87 42 85 47 67 10 76 94 65 41 1 4 50 79 86 14 66 11 61 40 77 9 43 92 14 57 68 29 43 61 33 30 56 70 78 23 80 6 17 45 47 70 1 50 50 87 64 16 99 26 8 28 87 4 21 2 61 41 31 57 2 16 39 10 87 17 33 19 75 50 17 75 73 18 25 75 58 41 91 9 19 52 37 7 56 58 9 69 99 92 26 54 9 18 64 48 35 50 19 63 52 88 38 25 59 63 50 17 4 44 26 24 96 63 31 4 22 
92 25 73 84 4 79 45 22 44 45 9 46 65 72 98 5 10 76 64 25 76 81 82 72 7 58 20 23 41 24 97 33 2 70 17 6 50 15 28 46 60 37 44 77 62 42 83 24 18 47 50 47 29 84 19 88 42 40 11 83 16 8 16 18 31 85 24 33 50 4 31 61 42 75 38 56 17 21 80 88 21 82 35 2 66 54 90 8 46 54 91 63 14 59 81 45 45 58 78 97 62 9 58 56 84 49 12 54 22 45 42 43 27 29 45 94 83 88 2 30 94 46 45 8 57 26 54 2 36 84 50 99 46 10 7 82 11 20 36 34 65 30 29 92 59 27 38 95 67 93 77 61 39 22 69 96 50 75 51 37 
60 3 88 58 13 95 40 25 15 29 11 32 11 40 77 23 19 15 18 86 60 95 47 51 17 69 50 69 44 51 6 56 6 94 14 19 90 7 96 57 88 59 42 99 52 19 22 71 86 92 10 47 87 9 50 56 78 50 26 23 1 84 31 7 79 98 79 21 57 27 30 45 39 72 96 91 43 19 14 82 11 76 81 51 86 31 7 64 82 85 39 35 70 71 43 1 21 74 22 78 53 4 23 92 29 19 35 72 90 2 6 54 78 87 5 64 19 64 81 1 50 20 88 72 43 83 73 64 57 47 42 63 3 17 7 32 89 43 5 79 97 63 33 75 51 90 92 22 55 73 75 57 45 63 81 89 47 54 5 4 
53 50 19 56 17 27 89 58 22 46 38 19 9 23 46 12 14 90 34 21 15 9 30 61 73 11 2 20 17 59 76 70 59 96 78 29 75 19 87 97 65 77 16 27 53 14 91 19 5 26 40 20 35 22 33 60 33 87 32 50 47 9 72 58 57 50 87 32 70 27 29 87 56 97 66 9 11 58 28 68 36 20 89 23 42 22 84 27 62 16 29 9 77 1 67 34 4 7 18 26 34 99 13 90 96 32 52 60 42 80 28 78 53 69 1 47 44 85 27 6 54 56 15 31 58 82 18 14 89 36 40 75 88 5 18 84 37 70 96 79 2 25 9 7 46 11 55 90 48 82 96 2 90 63 86 48 46 4 14 87 
92 54 15 80 60 33 17 97 55 13 29 9 90 38 17 37 1 24 27 50 58 76 4 48 39 90 49 37 46 63 77 91 18 92 23 78 77 40 27 84 6 8 93 96 47 62 85 48 86 65 50 96 41 55 45 80 97 94 70 44 9 47 87 79 91 10 57 68 3 37 4 9 45 49 57 44 12 43 45 50 8 95 47 1 2 44 81 50 90 51 96 99 50 35 79 41 45 88 61 48 77 65 57 75 15 15 19 79 10 16 29 18 12 28 19 66 72 52 18 14 56 14 14 6 49 45 50 47 33 61 95 63 79 5 38 94 72 57 25 82 26 6 52 90 35 23 56 59 27 75 74 35 41 40 94 91 85 94 90 70 
55 85 33 34 42 23 80 14 33 57 48 59 64 50 49 99 75 5 10 3 32 84 90 74 76 84 17 61 78 7 84 86 92 69 72 35 93 5 1 78 62 50 37 26 2 86 77 78 43 88 33 76 24 23 50 1 8 67 14 86 74 50 72 18 72 97 5 17 2 7 95 64 9 32 91 11 70 68 89 13 8 74 41 33 98 91 86 6 10 52 44 36 3 69 7 27 66 12 44 68 71 39 32 80 71 75 92 41 96 33 6 4 8 48 89 6 91 27 64 2 80 60 90 35 29 97 62 47 62 6 15 85 45 50 66 68 75 10 61 23 43 67 28 51 15 69 9 59 97 25 61 29 86 3 16 67 53 78 15 15 
36 30 50 33 82 18 53 10 28 14 33 24 33 13 27 1 35 89 60 32 14 73 13 50 76 29 68 29 59 35 44 47 65 97 32 50 67 85 62 96 51 95 72 84 61 99 85 96 88 45 80 55 18 93 55 95 74 75 76 33 10 73 80 28 70 64 80 37 49 42 85 50 37 9 84 50 9 22 46 49 19 26 4 38 19 12 85 45 39 13 78 2 86 10 82 56 74 62 46 75 4 83 75 93 93 12 44 54 34 42 3 5 69 60 43 40 24 80 86 15 94 16 17 32 27 51 41 53 13 87 29 69 22 56 15 15 20 59 21 54 53 77 12 22 37 7 15 13 88 53 28 34 69 98 18 48 49 59 54 15 
98 35 84 21 91 99 88 12 10 10 18 64 87 30 38 76 38 5 41 78 58 21 64 80 19 82 28 21 42 34 36 40 69 72 13 61 24 54 25 34 64 95 50 3 78 41 31 16 46 72 46 57 93 10 37 65 44 17 86 38 52 74 31 21 98 44 34 22 98 59 57 14 7 59 69 85 50 50 1 99 24 99 56 70 61 45 35 5 62 73 96 14 99 27 88 97 23 22 20 22 34 77 88 41 88 10 26 89 62 79 40 87 30 96 57 91 41 44 48 55 17 44 22 16 71 10 13 95 84 33 69 18 62 9 11 3 71 89 92 34 20 32 73 50 80 30 41 73 74 42 28 43 38 2 59 10 12 24 57 97 
10 78 67 24 39 79 27 11 68 71 97 89 55 70 39 35 50 33 60 26 27 41 69 65 43 80 27 56 56 36 5 66 66 72 91 6 51 18 69 72 42 66 13 97 36 4 85 88 37 45 14 16 86 35 82 82 67 61 90 23 98 95 90 64 67 33 22 71 3 91 95 45 9 8 43 45 12 80 33 2 25 99 18 64 86 52 98 53 14 88 29 64 83 19 80 2 4 55 25 7 98 20 5 8 28 50 5 41 80 91 95 57 42 13 21 29 18 19 34 84 59 63 50 42 82 80 97 38 87 22 98 86 43 3 46 23 3 51 16 83 94 11 92 37 77 14 66 95 85 50 31 45 64 31 39 98 63 36 89 51 
11 87 37 54 90 35 29 93 86 46 28 81 9 20 18 38 86 36 85 24 88 16 21 4 47 12 3 11 49 92 14 60 79 3 66 21 38 95 66 76 93 46 9 55 18 79 93 5 15 79 81 56 95 54 60 95 66 63 58 15 7 72 27 38 27 45 59 65 93 77 41 38 23 3 93 42 82 87 99 50 18 80 6 65 34 66 60 52 82 18 68 41 42 47 32 69 93 43 86 86 21 80 24 44 83 70 38 65 9 37 67 27 69 73 92 55 92 5 8 74 75 28 67 18 75 99 39 20 43 26 58 64 6 83 60 41 5 99 58 14 36 26 41 58 51 85 13 43 42 21 69 18 49 37 88 77 36 27 97 79 
5 8 95 63 43 56 4 48 7 63 62 43 89 55 53 40 92 67 36 35 40 5 53 90 42 93 19 31 72 68 62 78 76 58 41 19 66 98 67 73 61 81 68 2 88 22 94 81 41 30 16 81 88 21 23 82 66 42 13 38 63 76 16 39 86 10 11 4 60 78 77 73 12 97 75 50 71 21 81 12 4 49 46 92 22 69 74 88 64 40 79 27 16 47 18 54 57 29 58 17 60 87 90 72 36 17 72 8 91 6 72 95 7 18 39 82 40 65 22 4 5 1 83 73 49 1 79 58 31 37 28 91 76 18 15 13 88 39 73 31 97 45 26 5 16 17 39 56 34 61 60 40 63 43 65 64 96 45 22 27 
34 50 70 11 21 37 24 61 77 97 92 74 94 70 31 10 39 70 18 73 84 30 65 99 25 31 63 22 28 37 1 62 40 72 73 13 61 49 74 38 98 18 65 93 40 48 55 79 71 26 52 55 56 70 6 82 1 69 4 29 58 5 43 98 29 17 63 43 18 37 81 17 7 98 10 47 99 17 26 70 43 31 77 52 1 83 34 54 4 90 35 62 47 78 13 29 47 76 72 66 66 5 83 25 56 45 73 55 14 51 77 58 82 54 10 35 89 96 89 93 38 76 7 85 55 20 14 2 49 38 68 67 44 3 92 50 48 17 7 63 69 84 73 3 38 35 91 27 83 32 72 21 9 79 6 16 52 73 70 53 
11 91 20 7 94 64 59 95 34 66 58 55 50 83 10 40 18 1 19 1 86 91 74 95 71 80 63 75 5 33 28 69 24 50 28 19 16 88 14 50 6 24 57 57 7 68 49 77 69 69 30 55 12 4 2 35 36 65 10 42 51 90 63 75 90 91 94 59 79 60 9 86 36 67 95 43 35 96 72 56 17 2 64 30 58 18 17 95 36 28 89 87 18 52 62 61 43 9 20 75 69 81 13 6 50 60 1 87 56 26 96 74 28 60 56 39 78 73 34 14 53 23 53 24 27 16 85 22 25 57 97 46 38 62 4 39 22 58 78 31 84 74 5 64 86 13 3 65 38 37 31 92 12 85 16 91 53 1 14 30 
10 63 76 48 26 33 39 48 91 70 31 75 44 36 91 31 1 95 48 40 84 31 32 97 68 50 88 21 53 54 51 63 18 80 63 96 65 55 96 56 25 28 83 69 16 74 52 18 69 50 10 54 84 94 3 52 94 43 26 47 50 29 62 68 9 25 16 74 80 12 82 5 40 17 27 57 92 79 75 13 32 85 19 16 31 74 68 25 70 46 24 20 76 86 40 37 11 56 64 92 68 46 49 9 64 28 66 8 8 93 73 92 30 45 8 61 19 28 86 89 75 10 9 51 48 49 88 59 5 52 3 74 51 5 35 67 33 1 75 93 46 50 85 28 45 93 89 17 22 27 6 49 89 68 50 37 17 40 96 75 
93 52 1 96 57 36 63 42 89 90 36 87 90 21 15 88 15 4 5 89 83 11 38 72 31 90 61 49 30 9 76 23 61 77 19 70 65 34 13 6 24 49 93 67 70 8 55 37 64 60 78 47 23 16 71 55 6 32 56 37 93 84 12 55 13 84 77 78 18 90 84 95 91 29 62 14 89 17 51 53 29 30 52 52 98 75 59 5 59 67 94 52 51 6 7 64 42 37 94 61 79 30 56 71 59 70 85 48 87 88 53 16 18 5 20 17 32 32 74 91 99 68 44 3 26 3 67 69 40 14 82 20 44 90 91 56 60 28 56 47 16 10 15 87 67 87 56 50 71 30 91 71 50 35 26 28 91 93 49 31 
59 31 3 4 21 46 60 33 74 16 32 43 78 99 30 46 87 86 98 58 68 41 81 70 29 7 98 20 53 48 51 12 79 7 68 53 53 28 86 28 97 19 71 27 18 53 25 57 39 23 68 59 65 1 29 94 61 27 66 14 75 69 78 7 76 47 12 30 27 50 10 76 21 81 4 92 86 29 49 25 5 69 84 70 71 13 16 32 92 82 98 20 51 76 79 28 75 91 10 3 41 20 31 15 53 35 7 39 17 8 16 22 78 52 92 1 65 60 85 9 94 83 29 97 11 8 77 39 51 87 94 45 59 25 60 12 13 67 3 30 75 19 52 5 71 96 6 88 56 43 98 2 78 79 99 42 40 77 81 91 
16 75 36 76 52 96 40 65 63 44 95 91 15 47 96 87 43 55 27 51 98 77 5 77 57 5 19 97 34 52 40 50 79 77 26 31 73 67 97 89 11 44 32 26 92 80 65 87 35 93 91 86 22 96 63 79 53 34 28 87 86 69 38 65 98 16 48 23 83 45 64 46 90 96 25 34 77 42 73 64 35 64 50 10 13 65 89 18 99 70 6 37 91 96 54 89 12 3 64 96 50 29 94 42 25 19 28 54 62 2 19 49 18 69 59 83 35 1 2 86 23 8 76 14 4 30 55 68 85 19 16 38 50 11 32 26 82 61 32 96 15 51 46 33 73 57 69 60 10 71 46 33 31 74 99 87 57 54 55 42 
26 72 32 26 83 65 4 17 78 37 14 93 40 12 78 13 69 47 25 32 18 72 65 49 98 17 88 55 71 44 50 49 16 82 76 51 99 32 68 77 21 34 22 62 46 1 27 68 50 53 50 71 77 17 72 75 86 61 31 10 5 33 59 73 15 87 24 67 20 44 96 93 79 19 55 77 72 83 97 24 88 49 95 65 19 68 92 5 29 75 15 34 8 75 7 76 14 83 43 86 27 91 80 58 62 35 88 34 70 85 59 58 35 6 75 54 74 68 59 3 95 75 37 4 2 96 80 16 79 75 3 59 66 83 69 81 70 57 15 93 43 26 51 30 33 79 84 7 99 95 63 94 22 52 50 24 49 82 93 80 
9 48 39 28 83 61 9 53 18 76 46 13 3 50 43 88 81 79 47 80 75 10 26 49 15 77 26 64 11 19 96 21 19 88 49 2 49 58 7 67 34 54 33 89 56 76 29 37 56 77 69 83 39 95 84 54 24 10 70 88 81 67 9 52 55 10 54 4 20 62 23 54 68 56 96 76 85 25 13 93 54 34 28 94 29 12 50 6 75 71 94 8 90 55 61 97 65 15 53 37 29 76 91 97 85 39 73 70 65 38 15 71 72 43 65 54 55 18 12 82 41 58 91 31 65 52 28 82 19 81 19 49 9 62 98 94 2 24 16 19 14 31 90 87 74 8 93 82 26 5 64 67 15 7 50 80 59 78 62 79 
